ACC,F1 macro,F1 micro,F1 weighted,Feature Selection,Features,Features with FS,Hyperparameter estimation,Model,Model Params,Outliers,Outliers records,Recall macro,Recall micro,Recall weighted,Records
0.7325,0.7275577362681617,0.7325,0.7335638446095355,cor,21.0,21.0,randomized search,AdaBoost,"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=0.3,
                   n_estimators=90, random_state=None)",z_score,1600.0,0.7287476370561186,0.7325,0.7325,1999.0
0.725,0.7176358620577576,0.7250000000000001,0.7278904063673152,cor,21.0,21.0,grid search,AdaBoost,"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=0.3,
                   n_estimators=64, random_state=None)",z_score,1600.0,0.7191019757057493,0.725,0.725,1999.0
0.825,0.824393402592513,0.825,0.8222421665726387,cor,21.0,21.0,nothing,Decision Tree,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=5,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",z_score,1600.0,0.8355291378157832,0.825,0.825,1999.0
0.685,0.6921764785327189,0.685,0.6798898553757132,cor,21.0,21.0,randomized search,Decision Tree,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=120,
                       max_features='sqrt', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=30,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",z_score,1600.0,0.7023262155275356,0.685,0.685,1999.0
0.425,0.42484601889698864,0.425,0.416888978883984,cor,21.0,21.0,grid search,Decision Tree,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=10,
                       max_features='sqrt', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=50,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",z_score,1600.0,0.4420165871522794,0.425,0.425,1999.0
0.5075,0.4981018682830849,0.5075,0.5096620566680365,cor,21.0,21.0,nothing,Extra Trees,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
                     max_depth=None, max_features=2, max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=5, n_jobs=None,
                     oob_score=False, random_state=None, verbose=0,
                     warm_start=False)",z_score,1600.0,0.5064888794074213,0.5075,0.5075,1999.0
0.71,0.7040039535703273,0.7100000000000001,0.714395414849566,cor,21.0,21.0,randomized search,Extra Trees,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
                     max_depth=None, max_features=2, max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=55, n_jobs=None,
                     oob_score=False, random_state=None, verbose=0,
                     warm_start=False)",z_score,1600.0,0.7031028512140567,0.71,0.71,1999.0
0.7575,0.7504625687251132,0.7575,0.7615065928347249,cor,21.0,21.0,grid search,Extra Trees,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
                     max_depth=None, max_features=2, max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=38, n_jobs=None,
                     oob_score=False, random_state=None, verbose=0,
                     warm_start=False)",z_score,1600.0,0.7501987685318029,0.7575,0.7575,1999.0
0.9125,0.9107575760676834,0.9125,0.9118526061781987,cor,21.0,21.0,nothing,Nearest Neighbors,"KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=5, p=2,
                     weights='uniform')",z_score,1600.0,0.9129405766011733,0.9125,0.9125,1999.0
0.9175,0.9152787457913978,0.9175,0.9169720664372325,cor,21.0,21.0,randomized search,Nearest Neighbors,"KNeighborsClassifier(algorithm='auto', leaf_size=5, metric='minkowski',
                     metric_params=None, n_jobs=-1, n_neighbors=7, p=2,
                     weights='uniform')",z_score,1600.0,0.9177275323191942,0.9175,0.9175,1999.0
0.9175,0.9152787457913978,0.9175,0.9169720664372325,cor,21.0,21.0,grid search,Nearest Neighbors,"KNeighborsClassifier(algorithm='auto', leaf_size=1, metric='minkowski',
                     metric_params=None, n_jobs=-1, n_neighbors=7, p=2,
                     weights='uniform')",z_score,1600.0,0.9177275323191942,0.9175,0.9175,1999.0
0.86,0.8549165098367226,0.8599999999999999,0.8610037878787878,cor,21.0,21.0,nothing,Logistic Regression,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=110,
                   multi_class='auto', n_jobs=None, penalty='l1',
                   random_state=None, solver='liblinear', tol=0.0001, verbose=0,
                   warm_start=False)",z_score,1600.0,0.8539320837326353,0.86,0.86,1999.0
0.6375,0.6328206669460056,0.6375,0.634955778758187,cor,21.0,21.0,randomized search,Logistic Regression,"LogisticRegression(C=355.64803062231283, class_weight=None, dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=0,
                   max_iter=110, multi_class='auto', n_jobs=None, penalty='l1',
                   random_state=None, solver='saga', tol=0.0001, verbose=0,
                   warm_start=False)",z_score,1600.0,0.6358486622073579,0.6375,0.6375,1999.0
0.6375,0.6330922597079869,0.6375,0.6347004815619246,cor,21.0,21.0,grid search,Logistic Regression,"LogisticRegression(C=0.018420699693267165, class_weight=None, dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=0,
                   max_iter=110, multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=None, solver='saga', tol=0.0001, verbose=0,
                   warm_start=False)",z_score,1600.0,0.6364140690227647,0.6375,0.6375,1999.0
0.7,0.6923331205999083,0.7,0.7038461588320934,cor,21.0,21.0,nothing,Neural Net,"MLPClassifier(activation='relu', alpha=1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=(100,), learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=None, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",z_score,1600.0,0.6919225449128623,0.7,0.7,1999.0
0.675,0.6483210197578705,0.675,0.6935980049950854,cor,21.0,21.0,randomized search,Neural Net,"MLPClassifier(activation='relu', alpha=0.1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=11, learning_rate='constant',
              learning_rate_init=0.001, max_iter=2500, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=0, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",z_score,1600.0,0.6706076849395814,0.675,0.675,1999.0
0.655,0.6145324938483506,0.655,0.6902929840317948,cor,21.0,21.0,grid search,Neural Net,"MLPClassifier(activation='relu', alpha=0.001, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=12, learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=1, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",z_score,1600.0,0.6522594034602351,0.655,0.655,1999.0
0.53,0.5378702164665454,0.53,0.5249521063353416,cor,21.0,21.0,nothing,Random Forest,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=5, max_features=1, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=10,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)",z_score,1600.0,0.5475069160576407,0.53,0.53,1999.0
0.89,0.8877935221436637,0.89,0.8891071819281187,cor,21.0,21.0,randomized search,Random Forest,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=58, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=59,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)",z_score,1600.0,0.8909644486511683,0.89,0.89,1999.0
0.89,0.8882734851728866,0.89,0.8894209172485235,cor,21.0,21.0,grid search,Random Forest,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=46, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=46,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)",z_score,1600.0,0.8901409459104863,0.89,0.89,1999.0
0.235,0.09514170040485831,0.235,0.38056680161943324,cor,21.0,21.0,nothing,SVM Sigmoid,"SVC(C=1.0, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='sigmoid',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",z_score,1600.0,0.05875,0.235,0.235,1999.0
0.235,0.09514170040485831,0.235,0.38056680161943324,cor,21.0,21.0,randomized search,SVM Sigmoid,"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma=2, kernel='sigmoid',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",z_score,1600.0,0.05875,0.235,0.235,1999.0
0.235,0.09514170040485831,0.235,0.38056680161943324,cor,21.0,21.0,grid search,SVM Sigmoid,"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma=2, kernel='sigmoid',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",z_score,1600.0,0.05875,0.235,0.235,1999.0
0.9725,0.9720107165214646,0.9725,0.972401826988509,cor,21.0,21.0,nothing,SVM Linear,"SVC(C=0.025, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='auto_deprecated',
    kernel='linear', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",z_score,1600.0,0.972327152014652,0.9725,0.9725,1999.0
0.975,0.9746581857224144,0.975,0.9749132059396163,cor,21.0,21.0,randomized search,SVM Linear,"SVC(C=0.01, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=7, gamma='auto_deprecated',
    kernel='linear', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",z_score,1600.0,0.9748515310014165,0.975,0.975,1999.0
0.975,0.9746581857224144,0.975,0.9749132059396163,cor,21.0,21.0,grid search,SVM Linear,"SVC(C=0.01, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma='auto_deprecated',
    kernel='linear', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",z_score,1600.0,0.9748515310014165,0.975,0.975,1999.0
0.235,0.09514170040485831,0.235,0.38056680161943324,cor,21.0,21.0,nothing,SVM RBF,"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='rbf', max_iter=-1,
    probability=False, random_state=None, shrinking=True, tol=0.001,
    verbose=False)",z_score,1600.0,0.05875,0.235,0.235,1999.0
0.235,0.09514170040485831,0.235,0.38056680161943324,cor,21.0,21.0,randomized search,SVM RBF,"SVC(C=0.001, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma=0.014873521072935119,
    kernel='rbf', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",z_score,1600.0,0.05875,0.235,0.235,1999.0
0.6875,0.7026321645574518,0.6875,0.6698578577924842,cor,21.0,21.0,grid search,SVM RBF,"SVC(C=10, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma=0.0001, kernel='rbf',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",z_score,1600.0,0.8000874336459622,0.6875,0.6875,1999.0
0.925,0.9238127144677767,0.925,0.9246906291593368,cor,21.0,21.0,nothing,QDA,"QuadraticDiscriminantAnalysis(priors=None, reg_param=0.0,
                              store_covariance=False, tol=0.0001)",z_score,1600.0,0.9245676787534587,0.925,0.925,1999.0
0.8075,0.8062206680104607,0.8075,0.8047400253771323,cor,21.0,21.0,nothing,Naive Bayes,"GaussianNB(priors=None, var_smoothing=1e-09)",z_score,1600.0,0.8139458444868046,0.8075,0.8075,1999.0
0.9175,0.9169470722382034,0.9175,0.9163540369052475,cor,21.0,21.0,nothing,Linear Discriminant Analysis,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
                           solver='svd', store_covariance=False, tol=0.0001)",z_score,1600.0,0.9206481481481481,0.9175,0.9175,1999.0
0.5575,0.5335609448432821,0.5575,0.5858418849078435,vif,21.0,21.0,nothing,AdaBoost,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None, learning_rate=1.0,
                   n_estimators=50, random_state=None)",z_score,1600.0,0.7081894498014747,0.5575,0.5575,1999.0
0.73,0.7251564436937726,0.7299999999999999,0.7309313833350857,vif,21.0,21.0,randomized search,AdaBoost,"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=0.3,
                   n_estimators=130, random_state=None)",z_score,1600.0,0.7260640349749261,0.73,0.73,1999.0
0.725,0.7176358620577576,0.7250000000000001,0.7278904063673152,vif,21.0,21.0,grid search,AdaBoost,"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=0.3,
                   n_estimators=64, random_state=None)",z_score,1600.0,0.7191019757057493,0.725,0.725,1999.0
0.825,0.824393402592513,0.825,0.8222421665726387,vif,21.0,21.0,nothing,Decision Tree,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=5,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",z_score,1600.0,0.8355291378157832,0.825,0.825,1999.0
0.5475,0.5510476331986354,0.5475,0.5412291264829908,vif,21.0,21.0,randomized search,Decision Tree,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=50,
                       max_features='sqrt', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=170,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",z_score,1600.0,0.6206734571325712,0.5475,0.5475,1999.0
0.6375,0.6387864884608965,0.6375,0.6293958530286421,vif,21.0,21.0,grid search,Decision Tree,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=6,
                       max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",z_score,1600.0,0.6529101657763003,0.6375,0.6375,1999.0
0.4925,0.48510667622250403,0.4925,0.4950985997022989,vif,21.0,21.0,nothing,Extra Trees,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
                     max_depth=None, max_features=2, max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=5, n_jobs=None,
                     oob_score=False, random_state=None, verbose=0,
                     warm_start=False)",z_score,1600.0,0.49041289199358895,0.4925,0.4925,1999.0
0.7675,0.7604639707843592,0.7675,0.7685335574741835,vif,21.0,21.0,randomized search,Extra Trees,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
                     max_depth=None, max_features=2, max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=66, n_jobs=None,
                     oob_score=False, random_state=None, verbose=0,
                     warm_start=False)",z_score,1600.0,0.7594880119880121,0.7675,0.7675,1999.0
0.74,0.734437547643378,0.74,0.7415930062720164,vif,21.0,21.0,grid search,Extra Trees,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
                     max_depth=None, max_features=2, max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=37, n_jobs=None,
                     oob_score=False, random_state=None, verbose=0,
                     warm_start=False)",z_score,1600.0,0.7345383053507528,0.74,0.74,1999.0
0.9125,0.9107575760676834,0.9125,0.9118526061781987,vif,21.0,21.0,nothing,Nearest Neighbors,"KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=5, p=2,
                     weights='uniform')",z_score,1600.0,0.9129405766011733,0.9125,0.9125,1999.0
0.925,0.9224456903586931,0.925,0.9249297591967998,vif,21.0,21.0,randomized search,Nearest Neighbors,"KNeighborsClassifier(algorithm='auto', leaf_size=3, metric='minkowski',
                     metric_params=None, n_jobs=-1, n_neighbors=9, p=2,
                     weights='uniform')",z_score,1600.0,0.9236240471500546,0.925,0.925,1999.0
0.9175,0.9152787457913978,0.9175,0.9169720664372325,vif,21.0,21.0,grid search,Nearest Neighbors,"KNeighborsClassifier(algorithm='auto', leaf_size=1, metric='minkowski',
                     metric_params=None, n_jobs=-1, n_neighbors=7, p=2,
                     weights='uniform')",z_score,1600.0,0.9177275323191942,0.9175,0.9175,1999.0
0.86,0.8549165098367226,0.8599999999999999,0.8610037878787878,vif,21.0,21.0,nothing,Logistic Regression,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=110,
                   multi_class='auto', n_jobs=None, penalty='l1',
                   random_state=None, solver='liblinear', tol=0.0001, verbose=0,
                   warm_start=False)",z_score,1600.0,0.8539320837326353,0.86,0.86,1999.0
0.6375,0.6328206669460056,0.6375,0.634955778758187,vif,21.0,21.0,randomized search,Logistic Regression,"LogisticRegression(C=24420.53094548655, class_weight=None, dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=1,
                   max_iter=110, multi_class='auto', n_jobs=None, penalty='l1',
                   random_state=None, solver='saga', tol=0.0001, verbose=0,
                   warm_start=False)",z_score,1600.0,0.6358486622073579,0.6375,0.6375,1999.0
0.6375,0.6328206669460056,0.6375,0.634955778758187,vif,21.0,21.0,grid search,Logistic Regression,"LogisticRegression(C=8.286427728546842, class_weight=None, dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=0,
                   max_iter=110, multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=None, solver='saga', tol=0.0001, verbose=0,
                   warm_start=False)",z_score,1600.0,0.6358486622073579,0.6375,0.6375,1999.0
0.6875,0.6764961125579303,0.6875,0.6934284101304613,vif,21.0,21.0,nothing,Neural Net,"MLPClassifier(activation='relu', alpha=1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=(100,), learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=None, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",z_score,1600.0,0.6907568176976575,0.6875,0.6875,1999.0
0.6375,0.5671480222268155,0.6375,0.6973462691339989,vif,21.0,21.0,randomized search,Neural Net,"MLPClassifier(activation='relu', alpha=0.1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=14, learning_rate='constant',
              learning_rate_init=0.001, max_iter=2500, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=6, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",z_score,1600.0,0.6198590757737099,0.6375,0.6375,1999.0
0.655,0.6145324938483506,0.655,0.6902929840317948,vif,21.0,21.0,grid search,Neural Net,"MLPClassifier(activation='relu', alpha=0.001, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=12, learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=1, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",z_score,1600.0,0.6522594034602351,0.655,0.655,1999.0
0.6925,0.6900074570260047,0.6925,0.6934357393133044,vif,21.0,21.0,nothing,Random Forest,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=5, max_features=1, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=10,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)",z_score,1600.0,0.6923730301139024,0.6925,0.6925,1999.0
0.89,0.8885529608006673,0.89,0.8885073498748958,vif,21.0,21.0,randomized search,Random Forest,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=67, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=40,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)",z_score,1600.0,0.8935091222317687,0.89,0.89,1999.0
0.885,0.8833073939475582,0.885,0.8839013565239382,vif,21.0,21.0,grid search,Random Forest,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=20, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=38,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)",z_score,1600.0,0.8864329200008145,0.885,0.885,1999.0
0.235,0.09514170040485831,0.235,0.38056680161943324,vif,21.0,21.0,nothing,SVM Sigmoid,"SVC(C=1.0, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='sigmoid',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",z_score,1600.0,0.05875,0.235,0.235,1999.0
0.235,0.09514170040485831,0.235,0.38056680161943324,vif,21.0,21.0,randomized search,SVM Sigmoid,"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma=2, kernel='sigmoid',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",z_score,1600.0,0.05875,0.235,0.235,1999.0
0.235,0.09514170040485831,0.235,0.38056680161943324,vif,21.0,21.0,grid search,SVM Sigmoid,"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma=2, kernel='sigmoid',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",z_score,1600.0,0.05875,0.235,0.235,1999.0
0.9725,0.9720107165214646,0.9725,0.972401826988509,vif,21.0,21.0,nothing,SVM Linear,"SVC(C=0.025, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='auto_deprecated',
    kernel='linear', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",z_score,1600.0,0.972327152014652,0.9725,0.9725,1999.0
0.975,0.9746581857224144,0.975,0.9749132059396163,vif,21.0,21.0,randomized search,SVM Linear,"SVC(C=0.01, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='auto_deprecated',
    kernel='linear', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",z_score,1600.0,0.9748515310014165,0.975,0.975,1999.0
0.975,0.9746581857224144,0.975,0.9749132059396163,vif,21.0,21.0,grid search,SVM Linear,"SVC(C=0.01, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma='auto_deprecated',
    kernel='linear', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",z_score,1600.0,0.9748515310014165,0.975,0.975,1999.0
0.235,0.09514170040485831,0.235,0.38056680161943324,vif,21.0,21.0,nothing,SVM RBF,"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='rbf', max_iter=-1,
    probability=False, random_state=None, shrinking=True, tol=0.001,
    verbose=False)",z_score,1600.0,0.05875,0.235,0.235,1999.0
0.4575,0.4541484119950488,0.4575,0.46594332742334127,vif,21.0,21.0,randomized search,SVM RBF,"SVC(C=10, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=2, gamma=0.00017433288221999874,
    kernel='rbf', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",z_score,1600.0,0.7773484848484848,0.4575,0.4575,1999.0
0.6875,0.7026321645574518,0.6875,0.6698578577924842,vif,21.0,21.0,grid search,SVM RBF,"SVC(C=10, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma=0.0001, kernel='rbf',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",z_score,1600.0,0.8000874336459622,0.6875,0.6875,1999.0
0.925,0.9238127144677767,0.925,0.9246906291593368,vif,21.0,21.0,nothing,QDA,"QuadraticDiscriminantAnalysis(priors=None, reg_param=0.0,
                              store_covariance=False, tol=0.0001)",z_score,1600.0,0.9245676787534587,0.925,0.925,1999.0
0.8075,0.8062206680104607,0.8075,0.8047400253771323,vif,21.0,21.0,nothing,Naive Bayes,"GaussianNB(priors=None, var_smoothing=1e-09)",z_score,1600.0,0.8139458444868046,0.8075,0.8075,1999.0
0.9175,0.9169470722382034,0.9175,0.9163540369052475,vif,21.0,21.0,nothing,Linear Discriminant Analysis,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
                           solver='svd', store_covariance=False, tol=0.0001)",z_score,1600.0,0.9206481481481481,0.9175,0.9175,1999.0
